Unnamed: 0,MINERAL_DEPOSIT_NO,DEPOSIT_COMMODITY_CODES,MAJOR_COMMODITY_CODE,MINDEP_CLASS_CODE,STATUS_TYPE_VALUE,SIZE_TYPE_VALUE,ORE_LITHOLOGY_CODE,LONGITUDE,LATITUDE,label,paths
545,361,Fe,Fe,OCCURRENCE,Not worked,Low Significance,QMTU,133.5048752,-30.2886893,6,data/stacked_images/LC08_L1TP_102081_20191204_20191217_01_T1.TIF
312,9357,"Ni, Cr",Ni,OCCURRENCE,Not worked,Low Significance,MTHH,133.46238219999998,-29.5528793,1,data/stacked_images/LC08_L1TP_101080_20200114_20200127_01_T1.TIF
544,3752,Fe,Fe,PROSPECT,Not worked,Low Significance,QMTU,133.4827612,-30.2879833,6,data/stacked_images/LC08_L1TP_102081_20191204_20191217_01_T1.TIF
613,382,U,U,OCCURRENCE,Not worked,Low Significance,SAND,134.52712409999998,-30.4072353,7,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
2040,11196,Fe,Fe,PROSPECT,Not worked,Low Significance,BIFM,137.1323976,-32.7743364,6,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
2766,10049,U,U,OCCURRENCE,Not worked,Low Significance,SCHT,136.1047587,-33.9980834,7,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
910,6418,Ag,Ag,OCCURRENCE,Not worked,Low Significance,VEIN,138.9635484,-31.1043345,3,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
2387,9277,"Mn, Zn",Mn,OCCURRENCE,Not worked,Low Significance,MNOR,136.8542496,-33.4210994,2,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
1452,6282,"Mn, PHOS",Mn,OCCURRENCE,Abandoned,Low Significance,MNOR,138.34550149999998,-32.0484514,2,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
552,9362,Fe,Fe,OCCURRENCE,Not worked,Low Significance,QMTU,133.45000520000002,-30.3076023,6,data/stacked_images/LC08_L1TP_102081_20191204_20191217_01_T1.TIF
1716,8341,"Ag, Au, Pb, Zn",Ag,OCCURRENCE,Not worked,Low Significance,VEIN,137.1725456,-32.534614399999995,3,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
2949,9612,"Fe, Mn",Fe,OCCURRENCE,Not worked,Low Significance,QMTU,135.25747880000003,-33.917139299999995,6,data/stacked_images/LC08_L1TP_100083_20200107_20200114_01_T1.TIF
947,6798,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,134.54091200000002,-30.6997233,8,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
701,3134,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,134.548661,-30.70419930000001,8,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
870,10798,Mn,Mn,OCCURRENCE,Not worked,Low Significance,MNOR,138.4409325,-31.0204344,2,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1859,8194,SAND,NONE,OCCURRENCE,Care/ Maintenance,Low Significance,SAND,137.4723645,-33.002581400000004,0,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
843,11542,"Ni, Cr",Ni,OCCURRENCE,Not worked,Low Significance,KOMT,134.541115,-30.8001913,1,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
873,8207,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,134.993197,-31.0303773,8,data/stacked_images/LC08_L1TP_100082_20200107_20200114_01_T1.TIF
2324,3056,Au,Au,OCCURRENCE,Not worked,Low Significance,MTHH,137.17640559999998,-33.1916814,8,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
1819,6062,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0619043,-32.7645955,8,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
303,9460,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,135.5234049,-29.703882300000004,5,data/stacked_images/LC08_L1TP_100081_20200107_20200114_01_T1.TIF
1206,6933,"Mn, Cu",Mn,OCCURRENCE,Abandoned,Low Significance,MNOR,137.1815906,-31.6877864,2,data/stacked_images/LC08_L1TP_099082_20191231_20200111_01_T1.TIF
2439,7293,"Mn, DOL, Th, U",Mn,PROSPECT,Abandoned,Low Significance,MNOR,136.7867076,-33.5890974,2,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
1296,6347,"Zn, Mn",NONE,OCCURRENCE,Not worked,Low Significance,MNOR,138.51670049999998,-31.424713399999995,0,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
708,6822,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,134.549878,-30.7073713,8,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
1250,484,U,U,OCCURRENCE,Not worked,Low Significance,SAND,134.360173,-32.0554283,7,data/stacked_images/LC08_L1TP_101082_20200114_20200127_01_T1.TIF
2910,7051,"U, GRPH",U,OCCURRENCE,Not worked,Low Significance,FBRC,136.6321436,-33.717040399999995,7,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
2756,8544,CALI,NONE,DEPOSIT,Seasonal,Low Significance,CALC,138.2210394,-33.9634004,0,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
478,10602,U,U,OCCURRENCE,Not worked,Low Significance,GRVL,133.5908632,-30.0115253,7,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
1781,8502,"Pb, Zn",Pb,OCCURRENCE,Not worked,Low Significance,REGO,136.6730897,-32.6419304,4,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
2618,11561,Au,Au,OCCURRENCE,Not worked,Low Significance,BIFM,136.5584416,-33.5658694,8,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
1270,6100,Mn,Mn,OCCURRENCE,Abandoned,Low Significance,MNOR,138.0979575,-32.0342584,2,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1459,10578,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,138.6139614,-31.9851635,5,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1452,6282,"Mn, PHOS",Mn,OCCURRENCE,Abandoned,Low Significance,MNOR,138.34550149999998,-32.0484514,2,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1789,10241,"Pb, Ag, Zn",Pb,OCCURRENCE,Not worked,Low Significance,BREC,136.3409567,-32.6806444,4,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
630,6355,"Pb, Ag",Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,139.2667073,-31.9579065,4,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1495,448,HMIN,NONE,OCCURRENCE,Not worked,Low Significance,ALLV,136.2583687,-32.3418004,0,data/stacked_images/LC08_L1TP_099082_20191231_20200111_01_T1.TIF
1790,9851,Pb,Pb,OCCURRENCE,Not worked,Low Significance,MSED,136.3802427,-32.6831044,4,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
217,11522,"U, Th",U,OCCURRENCE,Not worked,Low Significance,SAND,133.2051283,-29.334118300000004,7,data/stacked_images/LC08_L1TP_102080_20191204_20191217_01_T1.TIF
1547,11695,Ni,Ni,OCCURRENCE,Not worked,Low Significance,REGO,136.9948676,-32.6252364,1,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
545,361,Fe,Fe,OCCURRENCE,Not worked,Low Significance,QMTU,133.5048752,-30.2886893,6,data/stacked_images/LC08_L1TP_102081_20191204_20191217_01_T1.TIF
1324,8441,"Ni, Co",Ni,OCCURRENCE,Not worked,Low Significance,UMAF,133.2815422,-31.617293300000004,1,data/stacked_images/LC08_L1TP_101082_20200114_20200127_01_T1.TIF
2699,10108,"SAND, CALI",NONE,OCCURRENCE,Abandoned,Low Significance,CALC,138.0517174,-33.2329514,0,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
1516,450,DIA,NONE,OCCURRENCE,Not worked,Low Significance,ALLV,135.6863218,-32.1795893,0,data/stacked_images/LC08_L1TP_099082_20191231_20200111_01_T1.TIF
555,11521,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,134.0688361,-30.3142103,8,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
1072,3100,"Cu, Fe, REE, U, U3O8",Cu,PROSPECT,Not worked,Locally Significant,IRSM,137.2491267,-30.9824574,5,data/stacked_images/LC08_L1TP_099081_20191231_20200111_01_T1.TIF
1658,11274,Ag,Ag,OCCURRENCE,Not worked,Low Significance,REGO,137.1017436,-32.5932694,3,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
12,47,Ni,Ni,OCCURRENCE,Not worked,Low Significance,JASP,132.7120664,-26.4648812,1,data/stacked_images/LC08_L1TP_102079_20191204_20191217_01_T1.TIF
1363,6778,U,U,OCCURRENCE,Not worked,Low Significance,MTHH,134.358598,-32.0914153,7,data/stacked_images/LC08_L1TP_101082_20200114_20200127_01_T1.TIF
1606,9545,"Ag, Pb",Ag,OCCURRENCE,Not worked,Low Significance,VEIN,136.03520780000002,-32.6338864,3,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
1241,10570,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.6665754,-31.8502315,5,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1606,9545,"Ag, Pb",Ag,OCCURRENCE,Not worked,Low Significance,VEIN,136.03520780000002,-32.6338864,3,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
1548,11380,Pb,Pb,OCCURRENCE,Not worked,Low Significance,REGO,136.7643947,-32.6257534,4,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
574,8822,U,U,OCCURRENCE,Not worked,Low Significance,SAND,133.7433222,-30.4164083,7,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
25,176,Fe,Fe,OCCURRENCE,Not worked,Low Significance,QHMM,133.7000223,-26.97796330000001,6,data/stacked_images/LC08_L1TP_102079_20191204_20191217_01_T1.TIF
2859,10179,QTZE,NONE,PROSPECT,Not worked,Low Significance,QTZT,138.66243630000002,-33.9360535,0,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
575,8292,"Ni, Fe",Ni,OCCURRENCE,Not worked,Low Significance,QMTU,133.6173092,-30.4194843,1,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
1095,6478,Mn,Mn,OCCURRENCE,Not worked,Low Significance,MNOR,139.23341630000002,-31.8038975,2,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1734,10956,MSLT,NONE,OCCURRENCE,Abandoned,Low Significance,REGO,138.74654730000003,-32.8279065,0,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
2810,467,"Pb, Ag",Pb,OCCURRENCE,Abandoned,Low Significance,VEIN,136.4368147,-33.6649964,4,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
1108,3097,Au,Au,OCCURRENCE,Not worked,Low Significance,TCTO,134.790084,-31.6661273,8,data/stacked_images/LC08_L1TP_100082_20200107_20200114_01_T1.TIF
28,42,"Ni, Co, Cu",Ni,OCCURRENCE,Not worked,Low Significance,GOSS,132.7613144,-26.7784662,1,data/stacked_images/LC08_L1TP_102079_20191204_20191217_01_T1.TIF
959,4907,Fe,Fe,OCCURRENCE,Not worked,Low Significance,BIFM,135.3607499,-30.7729803,6,data/stacked_images/LC08_L1TP_100081_20200107_20200114_01_T1.TIF
1640,6044,Ag,Ag,OCCURRENCE,Abandoned,Low Significance,VEIN,138.5897554,-32.5889605,3,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
2949,9612,"Fe, Mn",Fe,OCCURRENCE,Not worked,Low Significance,QMTU,135.25747880000003,-33.917139299999995,6,data/stacked_images/LC08_L1TP_100083_20200107_20200114_01_T1.TIF
484,9717,U,U,OCCURRENCE,Not worked,Low Significance,MTHH,137.5666077,-30.0733864,7,data/stacked_images/LC08_L1TP_099081_20191231_20200111_01_T1.TIF
1950,10349,SAND,NONE,OCCURRENCE,Not worked,Low Significance,SAND,137.6122505,-32.8143484,0,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
1089,10337,Au,Au,OCCURRENCE,Not worked,Low Significance,MTHH,134.95761299999998,-30.936257300000005,8,data/stacked_images/LC08_L1TP_100082_20200107_20200114_01_T1.TIF
541,11801,Fe,Fe,OCCURRENCE,Not worked,Low Significance,BIFM,133.5296752,-30.282843300000003,6,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
1063,6828,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,134.54781699999998,-30.7029063,8,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
1782,11726,Mn,Mn,OCCURRENCE,Not worked,Low Significance,MNOU,135.80429180000002,-32.6420914,2,data/stacked_images/LC08_L1TP_100083_20200107_20200114_01_T1.TIF
1456,6041,Mn,Mn,OCCURRENCE,Abandoned,Low Significance,MNOR,138.36824840000003,-32.0711994,2,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
2314,8943,"Ni, Cr, REE",Ni,OCCURRENCE,Not worked,Low Significance,AMPH,136.3808627,-33.4091464,1,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
1324,8441,"Ni, Co",Ni,OCCURRENCE,Not worked,Low Significance,UMAF,133.2815422,-31.617293300000004,1,data/stacked_images/LC08_L1TP_101082_20200114_20200127_01_T1.TIF
2709,9413,"U, U3O8",U,DEPOSIT,Not worked,Significant to SA,SAND,137.3719915,-33.2417684,7,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
1884,8483,Ag,Ag,OCCURRENCE,Not worked,Low Significance,BIFM,137.0521666,-32.6475774,3,data/stacked_images/LC08_L1TP_099082_20191231_20200111_01_T1.TIF
1312,11696,"Ni, Co, PTM",Ni,OCCURRENCE,Not worked,Low Significance,UINT,132.2259853,-31.52609330000001,1,data/stacked_images/LC08_L1TP_102082_20191204_20191217_01_T1.TIF
558,11181,Fe,Fe,DEPOSIT,Not worked,Locally Significant,BIFM,134.709708,-30.32348630000001,6,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
1988,9473,U,U,OCCURRENCE,Not worked,Low Significance,REGO,135.5875938,-32.9518163,7,data/stacked_images/LC08_L1TP_100083_20191120_20191203_01_T1.TIF
1780,9740,"Ag, GRPH, Pb, Zn",Ag,OCCURRENCE,Not worked,Low Significance,SKRN,136.4499597,-32.6412784,3,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
1250,484,U,U,OCCURRENCE,Not worked,Low Significance,SAND,134.360173,-32.0554283,7,data/stacked_images/LC08_L1TP_101082_20200114_20200127_01_T1.TIF
2908,10417,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,136.5644106,-33.7131374,5,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
1981,11728,Ag,Ag,OCCURRENCE,Not worked,Low Significance,REGO,135.7334458,-32.695319399999995,3,data/stacked_images/LC08_L1TP_100082_20200107_20200114_01_T1.TIF
932,3151,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,135.098672,-31.0916063,8,data/stacked_images/LC08_L1TP_100082_20200107_20200114_01_T1.TIF
989,7425,Au,Au,OCCURRENCE,Not worked,Low Significance,GOID,134.85098200000002,-31.0466233,8,data/stacked_images/LC08_L1TP_100082_20200107_20200114_01_T1.TIF
12,47,Ni,Ni,OCCURRENCE,Not worked,Low Significance,JASP,132.7120664,-26.4648812,1,data/stacked_images/LC08_L1TP_102079_20191204_20191217_01_T1.TIF
1197,11567,"Pb, Zn",Pb,OCCURRENCE,Not worked,Low Significance,MTHH,136.6055357,-31.5910554,4,data/stacked_images/LC08_L1TP_099082_20191231_20200111_01_T1.TIF
1248,9308,Ag,Ag,OCCURRENCE,Not worked,Low Significance,REGO,133.7411431,-32.0315773,3,data/stacked_images/LC08_L1TP_101082_20200114_20200127_01_T1.TIF
2709,9413,"U, U3O8",U,DEPOSIT,Not worked,Significant to SA,SAND,137.3719915,-33.2417684,7,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
1874,6296,"Mn, Ag",Mn,OCCURRENCE,Abandoned,Low Significance,MNOR,138.5855124,-32.578770500000005,2,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
501,567,Pb,Pb,OCCURRENCE,Not worked,Low Significance,LMST,136.4565708,-30.1563534,4,data/stacked_images/LC08_L1TP_100081_20200107_20200114_01_T1.TIF
2883,7173,Mn,Mn,OCCURRENCE,Abandoned,Low Significance,MNOR,136.8417886,-33.5132674,2,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
2902,7174,"Pb, Ag, Cu",Pb,OCCURRENCE,Abandoned,Low Significance,TCTO,136.74281059999998,-33.6129954,4,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
965,7416,Ni,Ni,OCCURRENCE,Not worked,Low Significance,KOMT,134.67219,-30.8144043,1,data/stacked_images/LC08_L1TP_100081_20200107_20200114_01_T1.TIF
2361,10300,SDST,NONE,OCCURRENCE,Abandoned,Low Significance,SDST,138.5993063,-33.6422765,0,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
965,7416,Ni,Ni,OCCURRENCE,Not worked,Low Significance,KOMT,134.67219,-30.8144043,1,data/stacked_images/LC08_L1TP_100081_20200107_20200114_01_T1.TIF
564,11531,Pb,Pb,OCCURRENCE,Not worked,Low Significance,RHYO,134.54332409999998,-30.3301403,4,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
1122,11568,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,137.07519969999998,-31.576170399999995,5,data/stacked_images/LC08_L1TP_099082_20191231_20200111_01_T1.TIF
1988,9473,U,U,OCCURRENCE,Not worked,Low Significance,REGO,135.5875938,-32.9518163,7,data/stacked_images/LC08_L1TP_100083_20191120_20191203_01_T1.TIF
241,9454,U,U,OCCURRENCE,Not worked,Low Significance,OTGN,135.126566,-29.3080153,7,data/stacked_images/LC08_L1TP_100080_20200107_20200114_01_T1.TIF
1780,9740,"Ag, GRPH, Pb, Zn",Ag,OCCURRENCE,Not worked,Low Significance,SKRN,136.4499597,-32.6412784,3,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
431,3012,Fe,Fe,DEPOSIT,Not worked,Locally Significant,QMTU,134.2841651,-29.8856223,6,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
2439,7293,"Mn, DOL, Th, U",Mn,PROSPECT,Abandoned,Low Significance,MNOR,136.7867076,-33.5890974,2,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
1658,11274,Ag,Ag,OCCURRENCE,Not worked,Low Significance,REGO,137.1017436,-32.5932694,3,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
2211,9279,"Cu, PTM",Cu,OCCURRENCE,Not worked,Low Significance,MTHH,134.562703,-32.9161703,5,data/stacked_images/LC08_L1TP_100083_20191120_20191203_01_T1.TIF
230,8320,Fe,Fe,OCCURRENCE,Not worked,Low Significance,MGTM,134.2378051,-29.23512430000001,6,data/stacked_images/LC08_L1TP_101080_20200114_20200127_01_T1.TIF
860,9474,U,U,OCCURRENCE,Not worked,Low Significance,REGO,135.8004088,-33.0604974,7,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
2777,7171,JADE,NONE,OCCURRENCE,Not worked,Low Significance,MTHH,136.9231466,-33.4974224,0,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
2902,7174,"Pb, Ag, Cu",Pb,OCCURRENCE,Abandoned,Low Significance,TCTO,136.74281059999998,-33.6129954,4,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
686,4750,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,135.076176,-31.0846293,8,data/stacked_images/LC08_L1TP_100082_20200107_20200114_01_T1.TIF
2998,10274,MARB,NONE,PROSPECT,Not worked,Low Significance,DLOM,136.79757759999998,-33.681106400000004,0,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
3085,10050,U,U,OCCURRENCE,Not worked,Low Significance,SCHT,136.5485386,-33.754639399999995,7,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
2326,11246,CLAY,NONE,OCCURRENCE,Abandoned,Low Significance,CLYS,137.9797384,-33.1935254,0,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
1527,6226,"Ag, Cu",Ag,OCCURRENCE,Abandoned,Low Significance,VEIN,138.5051204,-32.4881534,3,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1365,6777,U,U,OCCURRENCE,Not worked,Low Significance,MTHH,134.369631,-32.008893300000004,7,data/stacked_images/LC08_L1TP_101082_20200114_20200127_01_T1.TIF
575,8292,"Ni, Fe",Ni,OCCURRENCE,Not worked,Low Significance,QMTU,133.6173092,-30.4194843,1,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
1579,9769,Fe,Fe,OCCURRENCE,Not worked,Low Significance,IRSU,139.10076030000002,-32.2039915,6,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
2279,8891,U,U,OCCURRENCE,Not worked,Low Significance,REGO,136.6428446,-33.3022424,7,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
1162,6020,Mn,Mn,OCCURRENCE,Abandoned,Low Significance,MNOR,138.3835514,-32.0544734,2,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
3091,9155,Au,Au,OCCURRENCE,Not worked,Low Significance,IRSU,136.43793469999997,-33.6610154,8,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
458,11505,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,133.84767820000002,-30.0317463,8,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
74,9738,Au,Au,OCCURRENCE,Abandoned,Low Significance,CGLM,135.805855,-27.8963673,8,data/stacked_images/LC08_L1TP_100079_20200123_20200128_01_T1.TIF
2323,7201,Fe,Fe,DEPOSIT,Active Mine,Locally Significant,METL,137.1066126,-33.1909334,6,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
1981,11728,Ag,Ag,OCCURRENCE,Not worked,Low Significance,REGO,135.7334458,-32.695319399999995,3,data/stacked_images/LC08_L1TP_100082_20200107_20200114_01_T1.TIF
1698,6003,Ag,Ag,OCCURRENCE,Abandoned,Low Significance,VEIN,138.4672324,-32.4786284,3,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
893,6335,Mn,Mn,DEPOSIT,Abandoned,Low Significance,MNOR,138.7989574,-31.0715615,2,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
241,9454,U,U,OCCURRENCE,Not worked,Low Significance,OTGN,135.126566,-29.3080153,7,data/stacked_images/LC08_L1TP_100080_20200107_20200114_01_T1.TIF
421,4483,"Cu, Au",Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,137.8166906,-29.8754904,5,data/stacked_images/LC08_L1TP_099081_20191231_20200111_01_T1.TIF
574,8822,U,U,OCCURRENCE,Not worked,Low Significance,SAND,133.7433222,-30.4164083,7,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
665,3211,"Cu, Au",Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.5497405,-31.1230144,5,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1819,6062,Au,Au,OCCURRENCE,Abandoned,Low Significance,VEIN,139.0619043,-32.7645955,8,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
1716,8341,"Ag, Au, Pb, Zn",Ag,OCCURRENCE,Not worked,Low Significance,VEIN,137.1725456,-32.534614399999995,3,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
1882,10894,SAND,NONE,OCCURRENCE,Abandoned,Low Significance,SAND,138.0634124,-33.1411164,0,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
2629,7186,"DOL, GNSS",NONE,PROSPECT,Abandoned,Locally Significant,DLOM,136.7455716,-33.632344399999994,0,data/stacked_images/LC08_L1TP_098083_20200125_20200128_01_T1.TIF
533,11320,Fe,Fe,OCCURRENCE,Not worked,Low Significance,QMTU,134.803708,-30.2440823,6,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
2022,9952,Ag,Ag,OCCURRENCE,Not worked,Low Significance,BREC,136.3829917,-32.7092314,3,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
2974,9179,"Ni, Cr",Ni,OCCURRENCE,Not worked,Low Significance,OPXT,135.5834428,-33.9196344,1,data/stacked_images/LC08_L1TP_100083_20191120_20191203_01_T1.TIF
926,11451,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,134.857075,-31.3166423,8,data/stacked_images/LC08_L1TP_100082_20200107_20200114_01_T1.TIF
324,8359,Fe,Fe,OCCURRENCE,Not worked,Low Significance,MGTM,135.377152,-29.6548333,6,data/stacked_images/LC08_L1TP_100081_20200107_20200114_01_T1.TIF
2529,9496,Fe,Fe,PROSPECT,Not worked,Locally Significant,QMTU,135.7930278,-33.4419864,6,data/stacked_images/LC08_L1TP_100083_20200107_20200114_01_T1.TIF
587,8859,Au,Au,OCCURRENCE,Not worked,Low Significance,MTHH,134.2579831,-30.5494753,8,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
232,8855,U,U,OCCURRENCE,Not worked,Low Significance,MTHH,134.47028909999997,-29.2507063,7,data/stacked_images/LC08_L1TP_101080_20200114_20200127_01_T1.TIF
2314,8943,"Ni, Cr, REE",Ni,OCCURRENCE,Not worked,Low Significance,AMPH,136.3808627,-33.4091464,1,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
1606,9545,"Ag, Pb",Ag,OCCURRENCE,Not worked,Low Significance,VEIN,136.03520780000002,-32.6338864,3,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
1162,6020,Mn,Mn,OCCURRENCE,Abandoned,Low Significance,MNOR,138.3835514,-32.0544734,2,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1576,6268,Mn,Mn,OCCURRENCE,Not worked,Low Significance,MNOR,138.6470184,-32.4911505,2,data/stacked_images/LC08_L1TP_098082_20200125_20200128_01_T1.TIF
1380,6779,U,U,OCCURRENCE,Not worked,Low Significance,MTHH,134.495543,-32.0959143,7,data/stacked_images/LC08_L1TP_101082_20200114_20200127_01_T1.TIF
2022,9952,Ag,Ag,OCCURRENCE,Not worked,Low Significance,BREC,136.3829917,-32.7092314,3,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
1781,8502,"Pb, Zn",Pb,OCCURRENCE,Not worked,Low Significance,REGO,136.6730897,-32.6419304,4,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
2640,7199,Fe,Fe,DEPOSIT,Active Mine,Locally Significant,METL,137.1099126,-33.2519024,6,data/stacked_images/LC08_L1TP_099083_20191215_20191226_01_T1.TIF
