Unnamed: 0,MINERAL_DEPOSIT_NO,DEPOSIT_COMMODITY_CODES,MAJOR_COMMODITY_CODE,MINDEP_CLASS_CODE,STATUS_TYPE_VALUE,SIZE_TYPE_VALUE,ORE_LITHOLOGY_CODE,LONGITUDE,LATITUDE,label,paths
417,9340,U,U,OCCURRENCE,Not worked,Low Significance,MTHH,133.5590152,-29.8618463,59,data/stacked_images/LC08_L1TP_102080_20191204_20191217_01_T1.TIF
418,4467,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,REGO,137.6871237,-29.8676774,55,data/stacked_images/LC08_L1TP_099081_20191231_20200111_01_T1.TIF
419,10909,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,GOSS,137.7847676,-29.8689624,55,data/stacked_images/LC08_L1TP_099081_20191231_20200111_01_T1.TIF
420,3048,Au,Au,DEPOSIT,Not worked,Locally Significant,VEIN,133.5973622,-29.873538300000003,40,data/stacked_images/LC08_L1TP_102080_20191204_20191217_01_T1.TIF
421,4483,"Cu, Au",Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,137.8166906,-29.8754904,55,data/stacked_images/LC08_L1TP_099081_20191231_20200111_01_T1.TIF
422,96,SHA,NULL,OCCURRENCE,Abandoned,Low Significance,SHLE,135.0809,-29.8954073,13,data/stacked_images/LC08_L1TP_101080_20200114_20200127_01_T1.TIF
423,10904,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,GOSS,137.9618146,-29.9135204,55,data/stacked_images/LC08_L1TP_099081_20191231_20200111_01_T1.TIF
424,11454,Au,Au,OCCURRENCE,Not worked,Low Significance,PEGM,133.5371512,-29.876756300000004,40,data/stacked_images/LC08_L1TP_102081_20191204_20191217_01_T1.TIF
425,4484,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MSLT,137.8098536,-29.8777734,55,data/stacked_images/LC08_L1TP_099081_20191231_20200111_01_T1.TIF
426,3046,"Au, Ag",Au,DEPOSIT,Care/ Maintenance,Significant to SA,PAGN,133.5878602,-29.8782023,40,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
427,4459,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,137.9208076,-29.8817664,55,data/stacked_images/LC08_L1TP_099081_20191231_20200111_01_T1.TIF
428,3047,Au,Au,DEPOSIT,Not worked,Locally Significant,PEGM,133.5927652,-29.8838663,40,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
429,4139,"Fe, Au",Fe,OCCURRENCE,Not worked,Low Significance,QMTU,133.9105342,-29.8849613,3,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
430,11312,HMIN,NULL,OCCURRENCE,Not worked,Low Significance,SAND,132.0897084,-29.8849863,35,data/stacked_images/LC08_L1TP_102081_20191204_20191217_01_T1.TIF
431,3012,Fe,Fe,DEPOSIT,Not worked,Locally Significant,QMTU,134.2841651,-29.8856223,3,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
432,3036,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,133.5483112,-29.89038630000001,40,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
433,9015,MAGS,NULL,DEPOSIT,Not worked,Locally Significant,MGNS,137.65980469999997,-29.894144399999995,67,data/stacked_images/LC08_L1TP_099081_20191231_20200111_01_T1.TIF
434,10601,U,U,OCCURRENCE,Not worked,Low Significance,SAND,133.29407120000002,-29.9065083,59,data/stacked_images/LC08_L1TP_102081_20191204_20191217_01_T1.TIF
435,4138,Fe,Fe,OCCURRENCE,Not worked,Low Significance,QMTU,134.4473711,-29.908082300000004,3,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
436,11447,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,133.7177182,-29.9087463,40,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
437,9777,Cu,Cu,OCCURRENCE,Not worked,Low Significance,REGO,134.43544609999998,-29.9104683,55,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
438,11445,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,133.6309012,-29.9111483,40,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
439,10530,HMIN,NULL,DEPOSIT,Not worked,Low Significance,SAND,131.12640349999998,-29.9122162,35,data/stacked_images/LC08_L1TP_103081_20191211_20191217_01_T1.TIF
440,11444,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,133.6207662,-29.818994300000004,40,data/stacked_images/LC08_L1TP_102080_20191204_20191217_01_T1.TIF
441,11653,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,REGO,137.76028359999998,-29.8242324,55,data/stacked_images/LC08_L1TP_099081_20191231_20200111_01_T1.TIF
442,11227,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,137.7614756,-29.8289264,55,data/stacked_images/LC08_L1TP_099081_20191231_20200111_01_T1.TIF
443,9160,"Zn, Ag, Pb",NULL,OCCURRENCE,Not worked,Low Significance,VEIN,135.190981,-29.831218300000003,60,data/stacked_images/LC08_L1TP_100081_20200107_20200114_01_T1.TIF
444,9084,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,133.8565692,-29.8329953,40,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
445,4464,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,137.7953586,-29.8351064,55,data/stacked_images/LC08_L1TP_099081_20191231_20200111_01_T1.TIF
446,3040,Au,Au,OCCURRENCE,Not worked,Low Significance,TCTO,133.9210591,-29.9186333,40,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
447,9243,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,134.2642181,-29.9243343,40,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
448,10902,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,GOSS,137.9714846,-29.9261744,55,data/stacked_images/LC08_L1TP_099081_20191231_20200111_01_T1.TIF
449,11698,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,134.4520801,-29.9278653,40,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
450,10903,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,GOSS,137.9746356,-29.9281964,55,data/stacked_images/LC08_L1TP_099081_20191231_20200111_01_T1.TIF
451,3005,Fe,Fe,DEPOSIT,Not worked,Locally Significant,QMTU,135.067718,-30.0274463,3,data/stacked_images/LC08_L1TP_100081_20200107_20200114_01_T1.TIF
452,3009,Fe,Fe,DEPOSIT,Not worked,Low Significance,QMTU,135.055795,-30.0288233,3,data/stacked_images/LC08_L1TP_100081_20200107_20200114_01_T1.TIF
453,3123,"Fe, Cu",Fe,OCCURRENCE,Not worked,Low Significance,MGTM,134.25556809999998,-29.93712630000001,3,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
454,9244,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,133.96099909999998,-29.9430033,40,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
455,9242,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,134.0893181,-29.961143300000003,40,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
456,10905,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,GOSS,137.9645286,-29.9172104,55,data/stacked_images/LC08_L1TP_099081_20191231_20200111_01_T1.TIF
457,402,DOL,NULL,DEPOSIT,Abandoned,Low Significance,DLOM,131.6686124,-30.0300983,81,data/stacked_images/LC08_L1TP_103081_20191211_20191217_01_T1.TIF
458,11505,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,133.84767820000002,-30.0317463,40,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
459,551,CELES,NULL,OCCURRENCE,Not worked,Low Significance,REGO,135.9654429,-30.0387203,19,data/stacked_images/LC08_L1TP_100081_20200107_20200114_01_T1.TIF
460,10367,DIA,NULL,OCCURRENCE,Not worked,Low Significance,ALLV,137.8045616,-30.0435524,75,data/stacked_images/LC08_L1TP_099081_20191231_20200111_01_T1.TIF
461,3521,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,137.6776516,-30.0451684,55,data/stacked_images/LC08_L1TP_099081_20191231_20200111_01_T1.TIF
462,8458,Ag,Ag,OCCURRENCE,Not worked,Low Significance,MSED,135.6696129,-29.9731473,51,data/stacked_images/LC08_L1TP_100081_20200107_20200114_01_T1.TIF
463,11519,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,133.8686022,-29.977200300000003,40,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
464,11518,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,134.10329009999998,-29.9847213,40,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
465,5266,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.11578459999998,-29.9906294,55,data/stacked_images/LC08_L1TP_099081_20191231_20200111_01_T1.TIF
466,9237,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.03753759999998,-30.0163784,55,data/stacked_images/LC08_L1TP_099081_20191231_20200111_01_T1.TIF
467,11514,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,133.6812902,-30.0172363,40,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
468,3519,Cu,Cu,OCCURRENCE,Not worked,Low Significance,BREC,137.8343046,-30.0174074,55,data/stacked_images/LC08_L1TP_099081_20191231_20200111_01_T1.TIF
469,10901,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.0865086,-30.0215034,55,data/stacked_images/LC08_L1TP_099081_20191231_20200111_01_T1.TIF
470,9245,"OPAL, CLAY",NULL,OCCURRENCE,Abandoned,Low Significance,OPAL,137.2589907,-30.0923274,29,data/stacked_images/LC08_L1TP_099081_20191231_20200111_01_T1.TIF
471,11699,"Ni, Cr",Ni,OCCURRENCE,Not worked,Low Significance,REGO,134.09081709999998,-30.0979033,48,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
472,3754,COAL,NULL,OCCURRENCE,Not worked,Low Significance,LIGN,132.0883004,-30.1022053,24,data/stacked_images/LC08_L1TP_102081_20191204_20191217_01_T1.TIF
473,3004,Fe,Fe,DEPOSIT,Not worked,Locally Significant,METL,135.152727,-29.9957433,3,data/stacked_images/LC08_L1TP_100081_20200107_20200114_01_T1.TIF
474,3003,Fe,Fe,DEPOSIT,Not worked,Locally Significant,QMTU,135.121486,-29.9964723,3,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
475,3008,Fe,Fe,DEPOSIT,Not worked,Low Significance,QMTU,135.061399,-30.0048613,3,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
476,3006,Fe,Fe,DEPOSIT,Not worked,Locally Significant,QMTU,135.111221,-30.0055873,3,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
477,11731,MAGS,NULL,DEPOSIT,Not worked,Low Significance,MGNS,137.7763076,-30.0080864,67,data/stacked_images/LC08_L1TP_099081_20191231_20200111_01_T1.TIF
478,10602,U,U,OCCURRENCE,Not worked,Low Significance,GRVL,133.5908632,-30.0115253,59,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
479,4297,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,138.1145436,-30.0136484,55,data/stacked_images/LC08_L1TP_099081_20191231_20200111_01_T1.TIF
480,3007,Fe,Fe,DEPOSIT,Not worked,Locally Significant,QMTU,135.117857,-30.0136673,3,data/stacked_images/LC08_L1TP_100081_20200107_20200114_01_T1.TIF
481,11368,Au,Au,OCCURRENCE,Not worked,Low Significance,MSED,135.06127,-30.0145083,40,data/stacked_images/LC08_L1TP_100081_20200107_20200114_01_T1.TIF
482,9238,Cu,Cu,OCCURRENCE,Not worked,Low Significance,VEIN,138.0264636,-30.0157204,55,data/stacked_images/LC08_L1TP_099081_20191231_20200111_01_T1.TIF
483,9901,Fe,Fe,OCCURRENCE,Not worked,Low Significance,IRSM,133.08745829999998,-30.0692283,3,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
484,9717,U,U,OCCURRENCE,Not worked,Low Significance,MTHH,137.5666077,-30.0733864,59,data/stacked_images/LC08_L1TP_099081_20191231_20200111_01_T1.TIF
485,11172,SLST,NULL,OCCURRENCE,Seasonal,Low Significance,CLYR,135.191458,-30.0816083,56,data/stacked_images/LC08_L1TP_100081_20200107_20200114_01_T1.TIF
486,9483,HLY,NULL,OCCURRENCE,Not worked,Low Significance,REGO,132.22594640000003,-30.0835403,73,data/stacked_images/LC08_L1TP_102081_20191204_20191217_01_T1.TIF
487,4449,OPAL,NULL,OCCURRENCE,Abandoned,Low Significance,OPAL,137.37173069999997,-29.9695524,29,data/stacked_images/LC08_L1TP_099081_20191231_20200111_01_T1.TIF
488,9080,COAL,NULL,OCCURRENCE,Not worked,Low Significance,LIGN,133.2331532,-29.9722923,24,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
489,3288,Au,Au,OCCURRENCE,Not worked,Low Significance,TCTO,133.5822922,-30.124476300000005,40,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
490,9780,AGA,NULL,OCCURRENCE,Abandoned,Low Significance,CHRT,137.2595917,-30.1278594,44,data/stacked_images/LC08_L1TP_099081_20191231_20200111_01_T1.TIF
491,9180,"REE, PHOS",NULL,OCCURRENCE,Not worked,Low Significance,GBRO,134.1915801,-30.1305613,79,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
492,11552,Cu,Cu,OCCURRENCE,Not worked,Low Significance,DIOR,134.2774381,-30.1438303,55,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
493,4132,Fe,Fe,OCCURRENCE,Not worked,Low Significance,IRSU,134.09574009999997,-30.1441933,3,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
494,11767,CLAY,NULL,OCCURRENCE,Abandoned,Low Significance,CLYS,137.02997969999998,-30.1461994,2,data/stacked_images/LC08_L1TP_099081_20191231_20200111_01_T1.TIF
495,3019,Cu,Cu,OCCURRENCE,Not worked,Locally Significant,PHBR,136.84349880000002,-30.1487084,55,data/stacked_images/LC08_L1TP_099081_20191231_20200111_01_T1.TIF
496,554,DIA,NULL,OCCURRENCE,Not worked,Low Significance,LOAM,136.3298378,-30.2052234,75,data/stacked_images/LC08_L1TP_099081_20191231_20200111_01_T1.TIF
497,3094,Au,Au,OCCURRENCE,Not worked,Low Significance,TCTO,133.4434172,-30.2097553,40,data/stacked_images/LC08_L1TP_102081_20191204_20191217_01_T1.TIF
498,9246,OPAL,NULL,OCCURRENCE,Abandoned,Low Significance,CGLM,137.1966217,-30.1522924,29,data/stacked_images/LC08_L1TP_099081_20191231_20200111_01_T1.TIF
499,8336,Fe,Fe,OCCURRENCE,Not worked,Low Significance,QMTU,133.6515712,-30.1527443,3,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
500,3101,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,137.2471857,-30.1547594,55,data/stacked_images/LC08_L1TP_099081_20191231_20200111_01_T1.TIF
501,567,Pb,Pb,OCCURRENCE,Not worked,Low Significance,LMST,136.4565708,-30.1563534,71,data/stacked_images/LC08_L1TP_100081_20200107_20200114_01_T1.TIF
502,10621,MAGS,NULL,DEPOSIT,Not worked,Locally Significant,MGNS,137.99560559999998,-30.1118614,67,data/stacked_images/LC08_L1TP_099081_20191231_20200111_01_T1.TIF
503,8398,"ILM, PHOS",NULL,OCCURRENCE,Not worked,Low Significance,ANRT,134.08588410000002,-30.1658733,8,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
504,11506,Th,NULL,OCCURRENCE,Not worked,Low Significance,CGLM,133.7249482,-30.170151300000004,22,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
505,4442,MAGS,NULL,DEPOSIT,Not worked,Locally Significant,MGNS,137.9904876,-30.1175694,67,data/stacked_images/LC08_L1TP_099081_20191231_20200111_01_T1.TIF
506,9710,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,137.5299987,-30.1230154,55,data/stacked_images/LC08_L1TP_099081_20191231_20200111_01_T1.TIF
507,358,DIA,NULL,OCCURRENCE,Not worked,Low Significance,ALLV,134.0960351,-30.1232603,75,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
508,11551,Au,Au,OCCURRENCE,Not worked,Low Significance,SCHT,133.9685531,-30.2129013,40,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
509,11452,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,133.1872692,-30.214357300000003,40,data/stacked_images/LC08_L1TP_102081_20191204_20191217_01_T1.TIF
510,11550,Au,Au,OCCURRENCE,Not worked,Low Significance,VEIN,134.0717431,-30.1775763,40,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
511,3078,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,133.6663852,-30.1783403,40,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
512,11546,Au,Au,OCCURRENCE,Not worked,Low Significance,SCHT,133.9958781,-30.1824313,40,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
513,9174,Cr,NULL,OCCURRENCE,Not worked,Low Significance,PRDT,132.7815013,-30.1843103,83,data/stacked_images/LC08_L1TP_102081_20191204_20191217_01_T1.TIF
514,11547,Au,Au,OCCURRENCE,Not worked,Low Significance,SCHT,134.0114181,-30.1861593,40,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
515,11548,Au,Au,OCCURRENCE,Not worked,Low Significance,SCHT,134.0467081,-30.189126300000005,40,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
516,9837,Al,NULL,OCCURRENCE,Not worked,Low Significance,ANRT,134.4311591,-30.1896623,57,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
517,11549,Au,Au,OCCURRENCE,Not worked,Low Significance,SCHT,134.0653851,-30.1910663,40,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
518,11524,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,133.21364920000002,-30.1917043,40,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
519,3131,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,133.4279702,-30.2018923,40,data/stacked_images/LC08_L1TP_102081_20191204_20191217_01_T1.TIF
520,9081,COAL,NULL,OCCURRENCE,Not worked,Low Significance,LIGN,132.97015729999998,-30.21569430000001,24,data/stacked_images/LC08_L1TP_102081_20191204_20191217_01_T1.TIF
521,414,"Au, Al",Au,OCCURRENCE,Abandoned,Low Significance,VEIN,134.13871809999998,-30.2165833,40,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
522,11446,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,133.4905802,-30.2172993,40,data/stacked_images/LC08_L1TP_102081_20191204_20191217_01_T1.TIF
523,8954,"Cu, Au, U",Cu,OCCURRENCE,Not worked,Locally Significant,MTHH,137.01334269999998,-30.174900399999995,55,data/stacked_images/LC08_L1TP_099081_20191231_20200111_01_T1.TIF
524,11516,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,133.7533822,-30.1757413,40,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
525,558,OPAL,NULL,OCCURRENCE,Abandoned,Low Significance,OPAL,135.62430690000002,-30.235613300000004,29,data/stacked_images/LC08_L1TP_100081_20200107_20200114_01_T1.TIF
526,6839,Al,NULL,OCCURRENCE,Not worked,Low Significance,VEIN,134.2938861,-30.2403413,57,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
527,562,OPAL,NULL,OCCURRENCE,Abandoned,Low Significance,OPAL,135.7521509,-30.346657300000004,29,data/stacked_images/LC08_L1TP_100081_20200107_20200114_01_T1.TIF
528,9699,"Cu, Ni",Cu,OCCURRENCE,Not worked,Low Significance,GBNR,133.7350552,-30.3469423,55,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
529,563,OPAL,NULL,OCCURRENCE,Abandoned,Low Significance,OPAL,135.9109189,-30.3481583,29,data/stacked_images/LC08_L1TP_100081_20200107_20200114_01_T1.TIF
530,564,OPAL,NULL,OCCURRENCE,Abandoned,Low Significance,OPAL,135.8948969,-30.3482413,29,data/stacked_images/LC08_L1TP_100081_20200107_20200114_01_T1.TIF
531,10281,GRNT,NULL,OCCURRENCE,Not worked,Low Significance,GRNT,133.9511081,-30.2423773,12,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
532,11515,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,133.50991820000002,-30.2432353,40,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
533,11320,Fe,Fe,OCCURRENCE,Not worked,Low Significance,QMTU,134.803708,-30.2440823,3,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
534,9148,Cu,Cu,OCCURRENCE,Abandoned,Low Significance,VEIN,137.06651269999998,-30.2596864,55,data/stacked_images/LC08_L1TP_099081_20191231_20200111_01_T1.TIF
535,9542,Fe,Fe,OCCURRENCE,Not worked,Low Significance,QMTU,133.54467720000002,-30.2624033,3,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
536,11644,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,134.4218331,-30.26314330000001,40,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
537,3041,Au,Au,OCCURRENCE,Not worked,Low Significance,TCTO,133.5511592,-30.2662463,40,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
538,9541,Fe,Fe,OCCURRENCE,Not worked,Low Significance,QMTU,133.5132642,-30.2708563,3,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
539,11545,Cu,Cu,OCCURRENCE,Not worked,Low Significance,MTHH,134.2787091,-30.276626300000004,55,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
540,10876,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,133.5353382,-30.2809673,40,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
541,11801,Fe,Fe,OCCURRENCE,Not worked,Low Significance,BIFM,133.5296752,-30.282843300000003,3,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
542,8289,Fe,Fe,OCCURRENCE,Not worked,Low Significance,QMTU,133.4991752,-30.2847173,3,data/stacked_images/LC08_L1TP_102081_20191204_20191217_01_T1.TIF
543,11543,Zn,NULL,OCCURRENCE,Not worked,Low Significance,VEIN,134.2421221,-30.2229453,60,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
544,3752,Fe,Fe,PROSPECT,Not worked,Low Significance,QMTU,133.4827612,-30.2879833,3,data/stacked_images/LC08_L1TP_102081_20191204_20191217_01_T1.TIF
545,361,Fe,Fe,OCCURRENCE,Not worked,Low Significance,QMTU,133.5048752,-30.2886893,3,data/stacked_images/LC08_L1TP_102081_20191204_20191217_01_T1.TIF
546,6810,Fe,Fe,OCCURRENCE,Not worked,Low Significance,IRSU,133.5116482,-30.2918063,3,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
547,559,OPAL,NULL,OCCURRENCE,Abandoned,Low Significance,OPAL,135.8268639,-30.2984703,29,data/stacked_images/LC08_L1TP_100081_20200107_20200114_01_T1.TIF
548,8804,MAGS,NULL,DEPOSIT,Not worked,Locally Significant,MGNS,138.02415359999998,-30.224588399999995,67,data/stacked_images/LC08_L1TP_099081_20191231_20200111_01_T1.TIF
549,9175,Cr,NULL,OCCURRENCE,Not worked,Low Significance,PXNT,132.5129893,-30.35745630000001,83,data/stacked_images/LC08_L1TP_102081_20191204_20191217_01_T1.TIF
550,9543,Fe,Fe,OCCURRENCE,Not worked,Low Significance,QMTU,133.5349932,-30.3592863,3,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
551,3011,Fe,Fe,DEPOSIT,Not worked,Locally Significant,QMTU,134.7625,-30.3070863,3,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
552,9362,Fe,Fe,OCCURRENCE,Not worked,Low Significance,QMTU,133.45000520000002,-30.3076023,3,data/stacked_images/LC08_L1TP_102081_20191204_20191217_01_T1.TIF
553,8803,MAGS,NULL,DEPOSIT,Not worked,Locally Significant,MGNS,138.11357959999998,-30.3093804,67,data/stacked_images/LC08_L1TP_099081_20191231_20200111_01_T1.TIF
554,11269,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,134.14159109999997,-30.309863300000004,40,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
555,11521,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,134.0688361,-30.3142103,40,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
556,9544,Fe,Fe,OCCURRENCE,Not worked,Low Significance,QMTU,133.5522432,-30.3169843,3,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
557,4906,TOZ,NULL,OCCURRENCE,Not worked,Low Significance,MTHH,136.06744880000002,-30.3205443,77,data/stacked_images/LC08_L1TP_100081_20200107_20200114_01_T1.TIF
558,11181,Fe,Fe,DEPOSIT,Not worked,Locally Significant,BIFM,134.709708,-30.32348630000001,3,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
559,362,"Fe, PHOS",Fe,OCCURRENCE,Not worked,Low Significance,QMTU,133.5382072,-30.3237303,3,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
560,11529,Zn,NULL,PROSPECT,Not worked,Low Significance,MTHH,134.712311,-30.3802523,60,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
561,8384,"Zn, Ag, Mo, Pb",NULL,OCCURRENCE,Not worked,Low Significance,SKRN,134.664852,-30.38367430000001,60,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
562,8306,Fe,Fe,OCCURRENCE,Not worked,Low Significance,QMTU,133.6699012,-30.3252533,3,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
563,363,Fe,Fe,OCCURRENCE,Not worked,Low Significance,QMTU,133.54759520000002,-30.3254143,3,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
564,11531,Pb,Pb,OCCURRENCE,Not worked,Low Significance,RHYO,134.54332409999998,-30.3301403,71,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
565,9176,Cr,NULL,OCCURRENCE,Not worked,Low Significance,UINT,132.53481029999998,-30.3334253,83,data/stacked_images/LC08_L1TP_102081_20191204_20191217_01_T1.TIF
566,6790,Fe,Fe,OCCURRENCE,Not worked,Low Significance,QMTU,133.5594292,-30.3340713,3,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
567,8627,HMIN,NULL,DEPOSIT,Not worked,Locally Significant,SAND,132.3945773,-30.3398153,35,data/stacked_images/LC08_L1TP_102081_20191204_20191217_01_T1.TIF
568,11530,Au,Au,OCCURRENCE,Not worked,Low Significance,LMST,134.64471899999998,-30.3432133,40,data/stacked_images/LC08_L1TP_101081_20200114_20200127_01_T1.TIF
569,11523,Au,Au,OCCURRENCE,Not worked,Low Significance,REGO,133.3644912,-30.3655563,40,data/stacked_images/LC08_L1TP_102081_20191204_20191217_01_T1.TIF
